Epoch,Train_Loss,Val_Loss,Train_PSNR,Val_PSNR,Train_SSIM,Val_SSIM
1,0.03400703163594007,0.013864379666840575,28.915980203128075,33.25848854515404,0.9846534319400787,0.9963031532658133
2,0.011166913297772408,0.009031132527977038,34.42043558029712,35.78515499125788,0.9971985686302185,0.997974108358857
3,0.008025914227962495,0.011372301312293977,36.31697797247792,32.33838115806534,0.998199002456665,0.9960430564394422
4,0.0066825090609490875,0.006330495439232534,37.36396287736269,37.617208186691094,0.9985840578079224,0.9986602785481009
5,0.005993743128329516,0.005661760910657371,37.96786054002047,38.359699882354356,0.9987710881233215,0.9988734991687118
6,0.005419390953332185,0.0074374086881993685,38.54696478330333,37.232907605845405,0.9989227290153504,0.9986248992051289
7,0.005083926993235946,0.0045798271864795,38.9060291752202,39.45302268256804,0.9990071731567383,0.9991126489487423
8,0.004668191262707114,0.004408898979876261,39.364911680523015,39.69868992740707,0.9990991621017457,0.9991819254911629
9,0.004466514149308204,0.004167268620685312,39.60762351881102,39.60173907777966,0.9991473831176758,0.9991285706021983
10,0.0043617571353912355,0.004380564549403965,39.77242127024061,39.96656763579209,0.9991758839607239,0.9992356801488597
11,0.004121803950890898,0.0036428763626060287,40.02446537773772,40.7167889249946,0.99921964635849,0.9993211087907196
12,0.003905420406535268,0.003829441476720059,40.35221396684108,40.29118679920067,0.9992730535507203,0.9992538466575039
13,0.003801771352440119,0.003442352342532034,40.49854328933103,40.880528484979074,0.9992983057022095,0.9993447706957531
14,0.0036098417807370426,0.004285008569431912,40.76166940394696,39.94025434960173,0.9993361811637879,0.9991959208136152
15,0.0036706921018660067,0.0037302494829129073,40.70935444054789,40.729242735453276,0.9993245831489563,0.9993311394551757
16,0.003479689859971404,0.0031014922961806225,40.965478978530086,41.4779340858749,0.9993647932052613,0.9994411593789507
17,0.0034013820815831423,0.00293253033843105,41.10098897297668,41.613565038898216,0.9993826758384705,0.9994460811280901
18,0.0032796477369964124,0.004177602372802557,41.2516579044095,39.33697510894371,0.9994016307830811,0.9990652093462123
19,0.0032332234259694814,0.0038705157282151233,41.349690209281164,40.747503662015944,0.9994158840179443,0.9993856553059475
20,0.003145106768235564,0.003252353781691877,41.447245143309075,41.17728147561271,0.9994263236045837,0.9993983826060204
21,0.003158155021071434,0.0029518544676885674,41.464767815069415,41.680596923575415,0.9994286114692688,0.9994520753811879
22,0.003062622054293752,0.0029570416274486452,41.60774166466826,41.59924399677962,0.9994468963623047,0.9994433746216403
23,0.0030729084100574256,0.0028247369755842505,41.59918523191588,41.85671217815395,0.9994461676597596,0.9994736013898424
24,0.0029922912195324896,0.003026845664746917,41.73552666626235,41.69275213696151,0.9994620047569275,0.9994593289247744
25,0.0030675604321062566,0.0034139524910978642,41.63304042819341,40.8729203762846,0.9994479119300842,0.999343342462163
26,0.0029242911014705896,0.0030338506267708577,41.859763968243215,41.647474899607104,0.9994762533187866,0.9994523422733234
27,0.0029367676071822644,0.0025742463352289168,41.804533252322585,42.19352556930739,0.9994681684494019,0.9995177881732867
28,0.002847267670556903,0.0025949541992466353,41.96358064455095,42.14585066682029,0.9994872130393982,0.9995146613971443
29,0.002786416360363364,0.0024697139271932424,42.096294525054624,42.387569744653824,0.9995044206619262,0.9995330355729267
30,0.0027777922309935093,0.0028824237246469707,42.10733665738481,41.95300057465385,0.9995037163734436,0.9994862907251735
31,0.002782405189424753,0.002909580435437761,42.10105546010262,41.97911789074789,0.9995024655342102,0.9995080726161883
32,0.0027032581817358734,0.002335335271860099,42.223179954058686,42.7716669125383,0.9995172679901123,0.9995729118395763
33,0.00277184545584023,0.003132373499417096,42.101866319493865,41.468348121701624,0.9995021553993225,0.999425133702102
34,0.0027492752484977244,0.002256447665102685,42.187961840752635,42.849715600933216,0.9995110842704773,0.9995799930232345
35,0.0029053533267229797,0.004084510865152642,41.911068453919405,40.468713803427,0.9994721869468689,0.9993211061331877
36,0.0027671487305313347,0.003655754133560665,42.06268492063103,40.8916093958425,0.9994973172187805,0.999346338259946
37,0.0025934586368501185,0.0028849298840353064,42.42664446686558,42.10908038358775,0.9995378348350525,0.9995053334600607
38,0.0026489890966564416,0.0030798086152073875,42.3757516406622,41.88249188009734,0.9995319390296936,0.9994868541219432
39,0.002594740488566458,0.002435843825079263,42.420038986934635,42.713504025633924,0.9995353217124939,0.9995712766981428
40,0.0025673206113278864,0.002272665622246683,42.49605935609358,42.914360958071484,0.99954606590271,0.999589087856803
41,0.002551942430995405,0.003517130717552107,42.50919635949935,41.235252356826805,0.9995457551002502,0.9994102765800087
42,0.002518472578562796,0.002916017243235259,42.565451786830764,41.95999152938712,0.9995523849487304,0.9994889364880362
43,0.002492484908923507,0.002531834806843548,42.614918272621686,42.687559410004695,0.9995567072868348,0.9995657733291577
44,0.0025605026924982667,0.002711119455030295,42.51948230907238,42.237708515277944,0.9995462552070618,0.9995217482755139
