Epoch,Split,MSE,MAE,SSIM_Loss,Gradient,Total
1,train,0.003044588318653405,0.03750248267352581,0.09552774543762207,0.11883004121780395,0.25490485764760523
1,val,0.000896344835214483,0.02057358761359552,0.03617180266957374,0.07262015803034898,0.1302618931487327
2,train,0.0009230624742805958,0.020722266505658626,0.030739422035217286,0.0636402362525463,0.11602498726770281
2,val,0.0008974069311242005,0.019891113719078386,0.030196790862235295,0.06015393500969668,0.11113924652213455
3,train,0.0006224355195648968,0.014976177489757539,0.023167076206207275,0.05063205211162567,0.08939774132715539
3,val,0.0004922909738872628,0.011127248548778,0.022784794591794347,0.04508221116225431,0.07948654527671392
4,train,0.0004987050822470337,0.011885211762785912,0.020923734283447265,0.04433658055067062,0.07764423167915083
4,val,0.0003982072250819676,0.009516857339033655,0.01814942071392278,0.04015484260051114,0.06821932787854953
5,train,0.00041308947089128197,0.010004915658384562,0.01825669412612915,0.0398249561548233,0.06849965541022829
5,val,0.0003905215587579663,0.009854078369962561,0.01737706372692327,0.03908498948261996,0.06670665313826375
6,train,0.00037762715709395705,0.009115552265942097,0.017557148933410646,0.03806448940038681,0.0651148177568335
6,val,0.0003900762872064522,0.009312922674806634,0.017069101333618164,0.03781905896060026,0.06459115925623152
7,train,0.0003378318042028695,0.008390537232905627,0.01602777633666992,0.035859381201863286,0.060615526575641704
7,val,0.0002619931260220244,0.006827648729085922,0.013060944854833518,0.03136045096596335,0.051511037675904814
8,train,0.00031756667534355075,0.007962068285048009,0.015312385654449463,0.03469273920357227,0.058284759818413294
8,val,0.0003050080271419968,0.007992563617955537,0.015211536246500198,0.033958850464053975,0.05746795835565171
9,train,0.00029401444820687173,0.0074862671934068205,0.014444435977935792,0.033513775303959846,0.055738492923509325
9,val,0.00025440435793553333,0.006669719937809144,0.012621893244943802,0.031255493071048884,0.05080151061173736
10,train,0.0002840558505151421,0.007275190613418817,0.014153156280517578,0.032834988316893576,0.05454739106134511
10,val,0.00025019469675771107,0.0061915926724245215,0.012183323027981315,0.03074160930077741,0.04936671969794096
11,train,0.000270220248773694,0.007043474043160677,0.013568342971801758,0.03209101029932499,0.05297304756306112
11,val,0.00023235899022154533,0.0064229511412655475,0.010672314911131646,0.030035788027249325,0.04736341306986806
12,train,0.00026293886858038605,0.006873182605952024,0.013313414669036865,0.031689310336112976,0.052138846479682255
12,val,0.00019068052123929523,0.0054806625606954856,0.009133036349229752,0.026460378401123794,0.04126475783228833
13,train,0.0002382593909278512,0.006399162857234478,0.012042999267578125,0.0300045971930027,0.04868501870874316
13,val,0.00023169369297027943,0.006397888301664097,0.011827426731206809,0.030075672717326005,0.04853268144316719
14,train,0.00023699052389711142,0.006332487670332194,0.012124108219146728,0.02995477709174156,0.048648363505117594
14,val,0.0002672865008601658,0.006622927171433238,0.014618950284970034,0.03291210386261439,0.05442126781987783
15,train,0.00022463716769125313,0.0061295785523951055,0.01159333381652832,0.029086784517765044,0.04703433405437972
15,val,0.0001834532337568724,0.004821828898683095,0.008948916082928894,0.02542249016036653,0.039376688375735394
16,train,0.0002275545590557158,0.0061664336375892165,0.011685329818725585,0.02925392792224884,0.04733324593761935
16,val,0.00020142261409363858,0.005633421132495259,0.01082194686695269,0.02741925781414767,0.04407604842768925
17,train,0.00021699871961027383,0.005987448869645595,0.01119376106262207,0.028527926325798033,0.045926134977675975
17,val,0.00030896542604959265,0.007514277559105948,0.014921264663623398,0.03364148287541548,0.056385990524194414
18,train,0.00020372376083396376,0.0057052910454571245,0.010517704963684081,0.02755291734933853,0.0439796371193137
18,val,0.0003146032219200994,0.008060324376532037,0.018408632582160318,0.03625038963784078,0.06303394981845323
19,train,0.00020406149623449892,0.005723586240410805,0.010594625377655029,0.027609743157029153,0.04413201627132948
19,val,0.00017620204016566277,0.005014807991327564,0.00890612526304403,0.025241871085611118,0.039339006380148374
20,train,0.00019307403661077843,0.0055170317456126215,0.01008252305984497,0.02675972841978073,0.0425523572618491
20,val,0.00015488474388461514,0.004568151563144983,0.007363724480768678,0.023365793239538836,0.035452554027337116
21,train,0.00018000391863752155,0.0052366122264415026,0.009319436168670654,0.0257801022708416,0.04051615458459128
21,val,0.0001674177334384376,0.004807151934120116,0.00838038875798511,0.024555555847325144,0.0379105142728688
22,train,0.0001839905485394411,0.0053193414606153965,0.00968791046142578,0.026146880641579627,0.041338123112160244
22,val,0.00016803079144584287,0.00470374194181459,0.007610977834956661,0.02397579983303881,0.0364585504012559
23,train,0.00017557270312681795,0.0051531441319733855,0.009210745906829835,0.02546931510567665,0.04000877784760669
23,val,0.00014131026578678566,0.004377727076458704,0.0066892223752987616,0.022288237265340842,0.03349649698288509
24,train,0.00017947981239994988,0.0052619489412754775,0.009448906898498536,0.025815852239727974,0.04070618789190194
24,val,0.0001544912346078166,0.004683656730706904,0.007709057088110857,0.02377488391746761,0.03632208897089319
25,train,0.00017289369942154734,0.0051322840955108405,0.009066871643066406,0.025224917921423912,0.03959696735942271
25,val,0.0001229366094243244,0.0038575457103526708,0.005760198186157616,0.020353894787514287,0.0300945752934489
26,train,0.0001595687469933182,0.004849329672008753,0.008313645648956298,0.02414389464557171,0.03746643871353008
26,val,0.00014107706124232903,0.004226321382685357,0.007873784204956833,0.022410379034603477,0.034651561683488
27,train,0.00016113754092948512,0.004874529527872801,0.008494065093994141,0.024273814317584037,0.037803546480380465
27,val,0.00012757332969025358,0.0042117163449952935,0.006300281567178714,0.02136107882971217,0.03200065007157643
28,train,0.00015605877444613725,0.004778948792815208,0.008228121948242188,0.02385508234798908,0.03701821186349261
28,val,0.00014668607880038084,0.004459093069764459,0.0078302067556199,0.023058001806212078,0.035493987710396815
29,train,0.00015279860962182283,0.004720404807850719,0.008040139770507812,0.023577469915151597,0.03649081310313195
29,val,0.0001336479603381869,0.004142232049422659,0.00675220246527605,0.02161372534835794,0.03264180782339483
30,train,0.000148815522051882,0.004620005029067397,0.007847437286376954,0.023173925217986106,0.03579018305548234
30,val,0.00012885016872277662,0.0038493306622217607,0.0064510581599678965,0.02075613931912905,0.031185378310041485
31,train,0.00014779932383680717,0.00459749502018094,0.007781788825988769,0.023107019922137262,0.03563410309214378
31,val,0.00015388794533817903,0.004406976169509113,0.008537273118450383,0.02365996225909063,0.036758099492388306
32,train,0.0001429438011953607,0.004475426318868995,0.007468116855621338,0.022612769469618797,0.034699256445304485
32,val,0.00014741781277427817,0.004542937066263643,0.007930112112859253,0.023090031662374545,0.03571049865427172
33,train,0.00013982881925767287,0.004418909284099937,0.007360705852508545,0.022344340711832045,0.0342637846676982
33,val,0.00013527299106383555,0.004437685908548012,0.006843763172246848,0.02193448214441728,0.03335120421627598
34,train,0.00013471900369040667,0.004306717219948768,0.0070598771095275875,0.021863905027508734,0.0333652183606755
34,val,0.00011168669412063826,0.003474799981400086,0.005681025374467206,0.018955352366160437,0.028222864416148366
35,train,0.0001350381934316829,0.004321525399759412,0.007153395748138428,0.021901983639597892,0.03351194298092741
35,val,0.00013927634890527896,0.00431751367594501,0.007580673618681112,0.022049451923104608,0.03408691556663601
36,train,0.00013384834530297667,0.004264207888394594,0.007031580638885498,0.021700698238611222,0.03313033511119429
36,val,0.00012342569614377964,0.0040352084988336655,0.006641207606929123,0.02072709977958992,0.031526941581496486
37,train,0.000123355017893482,0.004014966331422329,0.006383491230010987,0.020684493488073347,0.031206306067400144
37,val,0.00010404182001273592,0.0034676542502655914,0.005098884272727237,0.01840217591850621,0.027072756261511774
38,train,0.00012450631282990798,0.004068419237807393,0.006580378341674804,0.02088501443862915,0.03165831833094125
38,val,0.00012563981245024202,0.003870705723952336,0.006599405388923208,0.0210554795043104,0.03165123042963619
39,train,0.0001244179155677557,0.004059205593168735,0.006561184787750244,0.02087667192220688,0.03162148021869361
39,val,0.00011331745899604206,0.0035043202924903982,0.005519507037606209,0.019254670460607595,0.028391815249700244
40,train,0.00012157082882476971,0.003982323828339577,0.00638558177947998,0.020561199435591697,0.031050675872236023
40,val,0.00010422523439139614,0.003442490411103721,0.00529954311953988,0.01840347272290546,0.027249731487940455
41,train,0.0001194643548806198,0.003930784962326289,0.0062410309791564944,0.020320993196964263,0.030612273493327666
41,val,0.00011236031344538602,0.0038672801682571316,0.005571833082065461,0.019727339707077688,0.029278813270845666
42,train,0.00011691081398166716,0.003875898990035057,0.0061633160591125485,0.020076267528533937,0.03023239339166321
42,val,0.00010592655886215259,0.003522546407262421,0.005351589363851365,0.018660952259970318,0.027641014589946257
43,train,0.00011400690843584016,0.0037919633768498896,0.005984099578857422,0.019764293032884597,0.029654362897027747
43,val,0.00010892617684725233,0.0036746038815042206,0.005387274702643133,0.019072515652722614,0.02824332041371722
44,train,0.0001144469832885079,0.003809283360093832,0.006065634727478028,0.019832281428575516,0.029821646499435882
44,val,9.474424684418745e-05,0.0030997067446684,0.0045152014228189066,0.017033590448747395,0.024743242863078888
45,train,0.00011525624566711485,0.0038396452389657496,0.006122740077972412,0.019941876170039178,0.030019517732644455
45,val,9.77660504289885e-05,0.0032338939509265552,0.004786870661814501,0.01754585581173183,0.025664386474901876
46,train,0.00011065593101084232,0.0037181544464081526,0.005826027393341065,0.01939163281917572,0.02904647058993578
46,val,0.00010118997297294224,0.0034787256128279266,0.005265637567848157,0.018336600606228895,0.02718215375987792
47,train,0.00010859679424902424,0.0036556427966803313,0.005703516578674316,0.019158958177268506,0.028626714346872178
47,val,9.55953806728439e-05,0.003199884755489458,0.004700667539219948,0.017362113543756448,0.025358261219138697
48,train,0.0001102415050030686,0.003714183837175369,0.005841970920562744,0.019370128621160984,0.029036524883902168
48,val,0.00010103035700035869,0.0032545929258558782,0.005356013395224408,0.01797163003616652,0.026683266714247166
49,train,0.00010943723925156519,0.003680779127776623,0.005787603282928467,0.019244223760068416,0.02882204341002507
49,val,0.00010072876067882534,0.0031923988335736237,0.005040188503872817,0.017558605736418136,0.0258919218345434
50,train,0.00010834801145829261,0.003665662672743201,0.005749288654327393,0.019158713971078396,0.028682013309607284
50,val,0.00010083916694019286,0.003343400026369057,0.005335040153211849,0.018076421586191577,0.026855700932712674
