Epoch,Train_Loss,Val_Loss,Train_PSNR,Val_PSNR,Train_SSIM,Val_SSIM
1,0.013197385162115096,0.010946356428866374,28.81495432350996,29.570967839397756,0.9907035560735579,0.9940885787314557
2,0.010829571217298507,0.01079372008965212,29.671659062307874,29.738145096657426,0.9942711157004038,0.9943814696149623
3,0.010643825242916743,0.010586208951203747,29.78882942996961,29.854270935355263,0.9944216711521149,0.9945049789991784
4,0.010459187962114811,0.01031743659776576,29.90440926094341,29.99583920816508,0.9945813252925872,0.9946963704646902
5,0.010392806308964888,0.010148804466378815,29.943398831135262,30.10594402509917,0.9946194778283437,0.9948449201406316
6,0.010273915446052948,0.01032994795055624,30.019879796950402,29.92953363793316,0.994724071264267,0.9945491555523365
7,0.010207160948465268,0.010046385600172143,30.0622335323051,30.19564611399053,0.9947757524649302,0.9949378117601922
8,0.010149395724137623,0.010100084782994173,30.10044676214917,30.152853455411556,0.9948214199543,0.9949003087079271
9,0.01008919779707988,0.010008146525657874,30.14119047990769,30.20726624510374,0.994874585390091,0.9949651810717075
10,0.01005083890259266,0.00995916618589074,30.166565037511603,30.22978833598539,0.9949093454678853,0.9949925548218667
11,0.010021525363127391,0.010073205733552892,30.18282897737616,30.10452394334438,0.9949227076371511,0.9948062234102412
12,0.009970123286048571,0.009953406773150918,30.218221623656778,30.233951137734103,0.9949668811162313,0.9949981043947503
13,0.009935994720707338,0.00998028839859081,30.241095117818997,30.17491752069806,0.9949985721111297,0.9949025787571644
14,0.009908288935820261,0.009951521038137217,30.258301855056693,30.2785691217647,0.9950149781703949,0.9949904978275299
15,0.00987486358731985,0.009984672015057282,30.28158984746898,30.181369973208884,0.9950460787614187,0.9948733173152233
16,0.009861178066581487,0.009829415122364113,30.289390509446395,30.283485828109885,0.9950493604342143,0.9950323802359561
17,0.009822155031065146,0.00991536394514619,30.31542696229681,30.228790922722673,0.9950839497248332,0.9949660174390103
18,0.009812048215419054,0.009965682962037464,30.321489097295242,30.216082773918902,0.9950879569848379,0.9949900314528891
19,0.009789118584245443,0.009767579801499527,30.338124601734776,30.33289529491347,0.9951057643095652,0.9951122387292537
20,0.009767490503688653,0.00971216072348204,30.35084834696201,30.388989371705183,0.9951221940517425,0.9951630222036484
21,0.00974269511923194,0.009725726536534567,30.363371338490907,30.34428957989915,0.9951381647586822,0.995124524895181
22,0.009726862918585539,0.00977217417923694,30.37576626772036,30.333963468465107,0.9951480865478516,0.9951171161646538
23,0.009692314884314934,0.009708355993349502,30.397274255763914,30.41684966371405,0.9951775880654653,0.9951885681837163
24,0.009694011573990186,0.009694723853286593,30.394836985645288,30.39213083248689,0.9951689019997915,0.9951699442685918
25,0.009661923291782538,0.00977784419987113,30.41768087791,30.3062397235746,0.9951945354938507,0.9950800756824777
26,0.00965341408426563,0.009682050083783712,30.422591433399663,30.405589913615675,0.9952017873128255,0.9951894302317437
27,0.009639639974882205,0.009637478471515661,30.43253703795161,30.426409970205633,0.9952114837169648,0.9952113710819407
28,0.009606933663288752,0.009736713249870438,30.453599939738634,30.33344811772286,0.9952381275494894,0.9951257065255591
29,0.009584757652133704,0.009705742187005408,30.465989947650826,30.392233749362934,0.9952508738040924,0.9951067611258081
30,0.009581950400024653,0.009739297501584317,30.46814966326719,30.367048237773258,0.995252211411794,0.9951354366667727
31,0.009564399731655916,0.00970961555263939,30.481649129203554,30.354730823792192,0.9952668619950612,0.9951452733354366
32,0.009544327250371376,0.009659362882573871,30.49098484445631,30.377734626640795,0.9952787361939748,0.9951614556794471
33,0.009540990317861238,0.009693868057009704,30.492490673575798,30.410452474970548,0.9952754185994466,0.9951983611000345
34,0.009507167043785254,0.009593873463095502,30.515805819514334,30.430618780198145,0.9953034142653148,0.9952035752382684
35,0.00949721514681975,0.00971042678909416,30.52162275282328,30.369830259412534,0.9953100967407227,0.99507733608814
36,0.009465927780916294,0.009761316899923569,30.536951104240117,30.3034713733375,0.9953268323739369,0.9950193448903712
37,0.009463712697227795,0.009608432016474135,30.54158719003021,30.412346071529694,0.995330969174703,0.9951973040687278
38,0.00944643238435189,0.009570704495653193,30.551901381458258,30.444207006705266,0.9953413792451222,0.9952226617234818
39,0.009430760074406862,0.009549693021170319,30.563400605470612,30.456594916001887,0.995356648127238,0.9952428784776242
40,0.00943129086866975,0.009600712734452904,30.561279570258524,30.42845952971606,0.9953526720205943,0.9952010949875446
41,0.009400497909635305,0.00961173897945976,30.58434622580268,30.409055444955104,0.9953778977394104,0.9951948174770843
42,0.009393401364485424,0.009593904206648152,30.58880818177908,30.41903264513106,0.9953779649734497,0.9952075731881121
43,0.009381486802051465,0.009645651461199877,30.596893797346322,30.388984831990655,0.9953897249698639,0.9951796376324714
44,0.009346776546289523,0.009670390985272032,30.61640774186409,30.3857341524715,0.9954112935860951,0.9951808433583442
45,0.009330974354098241,0.009645143097781755,30.626822317809914,30.372877031466977,0.9954229981104533,0.9951486803115682
46,0.009332235980778933,0.009561447134399985,30.626298117992604,30.44644992956359,0.9954204772313436,0.9952280299460634
47,0.00931234064946572,0.009653389463795627,30.63859614319171,30.375850038468705,0.9954321711858114,0.9951596139593327
48,0.00930154378588001,0.00967767714780379,30.64724291376155,30.350889668378343,0.9954440801143646,0.9951247553876106
49,0.009298656201610963,0.009604961863976526,30.651266043755783,30.406515905769353,0.9954478136698405,0.9951936596251548
